Date,Adj Close,Volume,1 Mo,3 Mo,6 Mo,1 Yr,3 Yr,5 Yr,10 Yr,30 Yr,Adj Close AMD,Adj Close Intel,Adj Close Broadcom
7/14/2017,163.372055,23548700,0.93,1.04,1.12,1.22,1.54,1.87,2.33,2.91,13.92,32.007408,222.790619
7/17/2017,162.678757,23269800,0.95,1.07,1.1,1.22,1.53,1.86,2.31,2.89,13.8,31.813591,221.660172
7/18/2017,164.372452,19416000,0.95,1.07,1.11,1.19,1.52,1.82,2.27,2.85,13.48,31.868956,223.315796
7/19/2017,163.520645,17176100,0.99,1.11,1.12,1.23,1.52,1.83,2.27,2.85,13.55,31.89665,226.449036
7/20/2017,165.897659,17489900,1,1.15,1.12,1.22,1.51,1.82,2.27,2.83,13.8,32.07201,225.585632
7/21/2017,166.491943,16208300,1,1.16,1.1,1.22,1.5,1.81,2.24,2.81,13.88,32.053539,225.300781
7/24/2017,164.560562,16313100,1,1.17,1.12,1.23,1.53,1.83,2.26,2.83,14.16,31.84128,225.229599
7/25/2017,163.76825,12413900,0.96,1.18,1.15,1.24,1.56,1.9,2.33,2.91,14.11,31.998171,226.360062
7/26/2017,165.659958,16010100,1.02,1.13,1.14,1.23,1.5,1.83,2.29,2.89,14.76,32.07201,228.772293
7/27/2017,160.19281,19571400,1.01,1.11,1.13,1.22,1.52,1.84,2.32,2.93,14.12,32.275055,223.378128
7/28/2017,162.817398,12833700,1,1.08,1.13,1.22,1.51,1.83,2.3,2.89,13.95,32.588852,222.861832
7/31/2017,160.955399,13991800,1,1.07,1.13,1.23,1.51,1.84,2.3,2.89,13.61,32.736523,219.559464
8/1/2017,162.916473,10784600,1,1.08,1.15,1.22,1.5,1.8,2.26,2.86,13.71,33.548702,221.099396
8/2/2017,162.817398,11961100,1.02,1.08,1.15,1.24,1.52,1.82,2.27,2.85,13.37,33.816357,225.523315
8/3/2017,164.887451,11060500,1,1.08,1.13,1.22,1.49,1.79,2.24,2.81,13.24,33.930729,222.790619
8/4/2017,165.610443,14727400,1,1.08,1.14,1.23,1.51,1.82,2.27,2.84,13.12,33.754051,221.793701
8/7/2017,170.701294,17935300,0.99,1.02,1.14,1.22,1.52,1.81,2.26,2.84,13.43,33.874947,224.704422
8/8/2017,168.670883,18883400,1,1.06,1.16,1.24,1.53,1.84,2.29,2.86,13.11,33.856335,223.743073
8/9/2017,170.463577,13269600,1.01,1.06,1.15,1.21,1.5,1.81,2.24,2.82,12.83,34.023712,221.793701
8/10/2017,163.164078,33202200,1.02,1.05,1.14,1.22,1.49,1.78,2.2,2.79,12.12,33.605274,214.263168
8/11/2017,154.468063,37429900,0.99,1.03,1.14,1.21,1.43,1.74,2.19,2.79,12.23,33.354221,217.343018
8/14/2017,166.789063,31975500,0.95,1.02,1.13,1.23,1.48,1.77,2.22,2.81,12.76,33.791252,223.342514
8/15/2017,165.382645,19113300,0.97,1.04,1.16,1.23,1.51,1.83,2.27,2.84,13.02,33.475098,225.817062
8/16/2017,163.570175,14915800,0.97,1.02,1.13,1.24,1.49,1.79,2.23,2.81,12.63,33.298424,225.576706
8/17/2017,159.925354,13136100,0.95,1,1.11,1.24,1.46,1.76,2.19,2.78,12.34,32.7033,219.817596
8/18/2017,159.955063,15030100,0.97,1.02,1.13,1.24,1.47,1.77,2.19,2.78,12.37,32.554531,221.97171
8/21/2017,157.627579,15591800,0.95,1,1.11,1.23,1.46,1.76,2.18,2.77,12.05,32.470844,222.194244
8/22/2017,161.13678,11261400,0.93,1,1.13,1.24,1.48,1.8,2.22,2.79,12.17,32.21978,227.152283
8/23/2017,164.358536,14488000,0.98,1,1.11,1.22,1.45,1.76,2.17,2.75,12.48,32.22908,228.692215
8/24/2017,163.75383,11742500,0.98,1.02,1.11,1.23,1.47,1.78,2.19,2.77,12.5,32.275574,227.027649
8/25/2017,162.385803,8930000,0.99,1.03,1.11,1.23,1.47,1.77,2.17,2.75,12.43,32.238377,218.607025
8/28/2017,163.535736,9737400,0.99,0.98,1.12,1.24,1.46,1.74,2.16,2.76,12.23,32.21978,216.524109
8/29/2017,163.268082,8102400,0.96,1.03,1.13,1.23,1.43,1.7,2.13,2.74,12.15,32.294163,215.171097
8/30/2017,164.239563,9610000,0.96,1.03,1.11,1.23,1.44,1.72,2.15,2.75,12.67,32.442944,218.989761
8/31/2017,167.966888,15317100,0.95,1.01,1.08,1.23,1.44,1.7,2.12,2.73,13,32.610321,224.375046
9/1/2017,168.978012,11135800,0.96,1.02,1.1,1.24,1.46,1.73,2.16,2.77,13.19,32.628922,224.96254
9/5/2017,164.46759,17384100,1.3,1.03,1.13,1.23,1.4,1.65,2.07,2.69,12.92,32.563835,221.686859
9/6/2017,164.368454,9941800,1.04,1.07,1.17,1.24,1.42,1.69,2.1,2.72,12.86,33.251923,221.980621
9/7/2017,165.13176,8821700,0.98,1.05,1.15,1.21,1.38,1.63,2.05,2.66,12.63,33.047363,219.461548
9/8/2017,162.266861,12471400,0.96,1.04,1.14,1.22,1.39,1.64,2.06,2.67,12.25,32.721905,217.289627
9/11/2017,167.530701,14186100,0.97,1.05,1.16,1.24,1.44,1.71,2.14,2.75,12.55,33.261227,220.520798
9/12/2017,168.135391,10287200,0.99,1.03,1.16,1.27,1.46,1.75,2.17,2.78,12.3,33.558788,219.986694
9/13/2017,168.888779,14524000,0.99,1.04,1.16,1.27,1.48,1.78,2.2,2.79,12.22,33.781952,219.185623
9/14/2017,167.927246,12842800,0.99,1.05,1.17,1.28,1.5,1.79,2.2,2.77,12.26,33.921432,219.817596
9/15/2017,178.544083,34119800,0.98,1.05,1.17,1.3,1.53,1.81,2.2,2.77,12.52,34.404961,223.022064
9/18/2017,185.919418,42111500,0.96,1.05,1.18,1.3,1.54,1.83,2.23,2.8,13.08,34.404961,223.281265
9/19/2017,185.721146,21857000,0.97,1.04,1.19,1.31,1.55,1.84,2.24,2.81,13.12,34.618828,223.227631
9/20/2017,184.224289,18123000,0.98,1.04,1.2,1.32,1.6,1.89,2.28,2.82,13.74,34.470051,217.105316
9/21/2017,179.188446,26890000,0.99,1.04,1.19,1.31,1.59,1.89,2.27,2.8,13.41,34.590931,214.84407
9/22/2017,177.443741,12280800,0.97,1.03,1.19,1.3,1.58,1.88,2.26,2.8,13.3,34.572334,213.82515
9/25/2017,169.513306,21864500,0.97,1.05,1.19,1.3,1.56,1.85,2.22,2.76,12.61,34.55373,210.491409
9/26/2017,170.464981,28140500,0.96,1.06,1.19,1.31,1.57,1.87,2.24,2.78,12.45,34.841999,212.064484
9/27/2017,174.202194,17843000,0.99,1.07,1.2,1.33,1.6,1.91,2.31,2.86,12.74,34.907082,215.022827
9/28/2017,174.152603,10881100,0.97,1.06,1.18,1.31,1.59,1.89,2.31,2.87,12.74,35.176746,217.132141
9/29/2017,177.215759,15477300,0.96,1.06,1.2,1.31,1.62,1.92,2.33,2.86,12.75,35.409218,216.774612
10/2/2017,177.443741,12587000,0.95,1.01,1.22,1.31,1.63,1.94,2.34,2.87,12.71,36.30188,214.9245
10/3/2017,177.810547,9758300,1.01,1.07,1.21,1.32,1.62,1.92,2.33,2.87,13.42,36.618034,214.057571
10/4/2017,179.297501,10696200,1,1.08,1.21,1.33,1.62,1.92,2.33,2.87,13.31,36.580841,216.291977
10/5/2017,179.198364,10934100,1.02,1.07,1.21,1.35,1.63,1.94,2.35,2.89,13.34,36.757515,217.784561
10/6/2017,179.72377,7970000,1.03,1.07,1.22,1.35,1.66,1.97,2.37,2.91,13.23,36.850502,219.634674
10/9/2017,183.778198,14087300,1.03,1.07,1.22,1.35,1.66,1.97,2.37,2.91,13.47,37.064369,220.242447
10/10/2017,187.28743,24371900,1.03,1.08,1.26,1.42,1.64,1.95,2.35,2.88,13.7,36.869102,219.858139
10/11/2017,189.279938,13237700,1.04,1.1,1.25,1.4,1.66,1.95,2.35,2.88,13.88,36.543644,223.799622
10/12/2017,189.36911,13207300,0.99,1.09,1.27,1.41,1.66,1.95,2.33,2.86,14.2,36.441357,222.315979
10/13/2017,192.898193,15718200,0.97,1.09,1.26,1.39,1.64,1.91,2.28,2.81,14.22,36.887695,221.618866
10/16/2017,196.209198,14416000,0.97,1.1,1.24,1.42,1.68,1.95,2.3,2.82,14.26,36.971382,220.465897
10/17/2017,196.030746,11964900,0.99,1.09,1.25,1.41,1.69,1.97,2.3,2.8,14.16,36.999283,216.846115
10/18/2017,195.862198,14182900,0.99,1.09,1.24,1.42,1.7,1.99,2.34,2.85,14.07,37.427013,218.079514
10/19/2017,196.080322,14269300,0.99,1.1,1.25,1.41,1.69,1.98,2.33,2.83,13.95,37.27824,218.338699
10/20/2017,195.188126,11290500,0.99,1.11,1.27,1.43,1.72,2.03,2.39,2.89,13.81,37.594391,218.294052
10/23/2017,194.910583,10717400,1,1.09,1.25,1.42,1.7,2.01,2.38,2.89,14.1,37.966339,218.320847
10/24/2017,196.952652,10181100,1,1.12,1.27,1.43,1.73,2.05,2.42,2.92,14.25,38.077919,221.368546
10/25/2017,191.976288,20704000,1.01,1.12,1.27,1.43,1.74,2.06,2.44,2.95,12.33,37.919842,219.706177
10/26/2017,193.988663,8068600,0.99,1.11,1.29,1.43,1.76,2.07,2.46,2.96,12.01,38.449863,217.86499
10/27/2017,200.105011,14304800,0.98,1.1,1.28,1.42,1.73,2.03,2.42,2.93,11.84,41.285946,226.034058
10/30/2017,202.06781,12601400,0.97,1.12,1.24,1.42,1.71,2,2.37,2.88,10.89,41.258053,233.479172
10/31/2017,205.011948,10297700,0.99,1.15,1.28,1.43,1.73,2.01,2.38,2.88,10.99,42.2995,235.874435
11/1/2017,205.398575,12564400,1.06,1.18,1.3,1.46,1.74,2.01,2.37,2.85,10.8,43.433929,231.745255
11/2/2017,204.149536,8557700,1.02,1.17,1.29,1.46,1.73,2,2.35,2.83,10.85,43.796581,231.932953
11/3/2017,206.875626,8841000,1.02,1.18,1.31,1.49,1.74,1.99,2.34,2.82,11.12,43.089886,244.561874
11/6/2017,207.807465,9748600,1.03,1.19,1.3,1.5,1.73,1.99,2.32,2.8,11.93,43.681984,248.038635
11/7/2017,210.186554,10692500,1.05,1.22,1.33,1.49,1.75,1.99,2.32,2.77,12.05,43.756809,242.497253
11/8/2017,207.341553,13074700,1.05,1.23,1.35,1.53,1.77,2.01,2.32,2.79,11.71,43.681984,243.462555
11/9/2017,203.534943,24464100,1.07,1.24,1.36,1.53,1.75,2.01,2.33,2.81,11.12,43.307827,237.420685
11/10/2017,214.260864,31331400,1.06,1.23,1.37,1.54,1.79,2.06,2.4,2.88,11.26,42.634365,236.812881
11/13/2017,210.781418,14559400,1.07,1.24,1.37,1.55,1.82,2.08,2.4,2.87,11.09,42.793373,236.857605
11/14/2017,212.317902,13232300,1.06,1.26,1.4,1.55,1.81,2.06,2.38,2.84,11.12,42.896267,235.293503
11/15/2017,208.154388,12548700,1.08,1.25,1.39,1.55,1.79,2.04,2.33,2.77,11.07,42.522114,237.384903
11/16/2017,209.770248,11044200,1.08,1.27,1.42,1.59,1.83,2.07,2.37,2.81,11.25,42.699837,243.203308
11/17/2017,209.522415,12891600,1.08,1.29,1.42,1.6,1.83,2.06,2.35,2.78,11.38,41.745754,242.979919
11/20/2017,212.218765,9902500,1.09,1.3,1.46,1.62,1.86,2.09,2.37,2.78,11.34,41.736401,245.679062
11/21/2017,214.171646,9979400,1.15,1.3,1.45,1.62,1.88,2.11,2.36,2.76,11.4,42.035717,247.207443
11/22/2017,213.209396,8916000,1.16,1.29,1.45,1.61,1.84,2.05,2.32,2.75,11.37,41.764462,246.11702
11/24/2017,215.223145,4518800,1.14,1.29,1.45,1.61,1.85,2.07,2.34,2.76,11.38,41.858002,252.382401
11/27/2017,212.425735,10572400,1.15,1.27,1.41,1.62,1.84,2.06,2.32,2.76,11.55,41.614803,254.384399
11/28/2017,209.023209,12818800,1.16,1.3,1.46,1.61,1.85,2.07,2.34,2.77,11.17,41.839298,247.931396
11/29/2017,194.847595,34919700,1.17,1.29,1.45,1.61,1.86,2.09,2.37,2.81,10.83,41.109699,242.658142
11/30/2017,199.103271,20594200,1.14,1.27,1.44,1.62,1.9,2.14,2.42,2.83,10.89,41.942181,248.413986
12/1/2017,196.097504,20288700,1.14,1.27,1.45,1.62,1.9,2.13,2.37,2.76,10.73,41.792526,242.711777
12/4/2017,185.165695,31021100,1.16,1.29,1.45,1.66,1.93,2.15,2.37,2.77,10.03,41.614803,235.606354
12/5/2017,186.237076,24537200,1.21,1.3,1.48,1.64,1.94,2.15,2.36,2.73,9.91,40.632656,233.854538
12/6/2017,187.744904,11675800,1.18,1.3,1.48,1.68,1.92,2.11,2.33,2.71,10,40.642014,235.856628
12/7/2017,190.453064,13565000,1.16,1.29,1.47,1.67,1.92,2.14,2.37,2.76,10.04,40.295925,235.856628
12/8/2017,189.957047,11671900,1.14,1.28,1.45,1.65,1.92,2.14,2.38,2.77,9.94,40.548473,232.299377
12/11/2017,193.101685,9318700,1.18,1.33,1.47,1.69,1.95,2.16,2.39,2.77,10.16,40.838444,232.335159
12/12/2017,189.312241,11375400,1.26,1.34,1.49,1.7,1.95,2.18,2.4,2.79,9.9,40.529766,231.217957
12/13/2017,184.68956,13857000,1.22,1.3,1.47,1.68,1.9,2.12,2.36,2.74,10.11,40.53912,234.194107
12/14/2017,184.977249,10954100,1.21,1.32,1.48,1.7,1.92,2.14,2.35,2.71,10.13,40.464291,231.789948
12/15/2017,190.026505,16750900,1.24,1.31,1.48,1.71,1.95,2.16,2.35,2.68,10.29,41.680275,237.50116
12/18/2017,196.31575,11942600,1.26,1.38,1.51,1.7,1.94,2.17,2.39,2.74,10.98,43.270416,237.87001
12/19/2017,194.54007,9327500,1.25,1.37,1.51,1.71,1.97,2.23,2.46,2.82,10.95,44.000011,237.249207
12/20/2017,195.224518,7220500,1.22,1.38,1.51,1.72,1.98,2.24,2.49,2.88,10.98,44.486401,238.994629
12/21/2017,194.321808,7522600,1.21,1.35,1.54,1.73,2.01,2.26,2.48,2.84,10.89,43.738102,235.296814
12/22/2017,193.706802,11656900,1.15,1.33,1.54,1.73,2.01,2.26,2.48,2.83,10.54,43.681984,236.034637
12/26/2017,195.859421,8877000,1.24,1.47,1.52,1.75,2.02,2.25,2.47,2.82,10.46,43.102047,232.210922
12/27/2017,195.591583,8237200,1.18,1.44,1.53,1.75,1.99,2.22,2.42,2.75,10.53,43.130108,233.128601
12/28/2017,195.819748,6006200,1.19,1.39,1.54,1.76,2,2.23,2.43,2.75,10.55,43.233006,234.298218
12/29/2017,191.950974,6999100,1.28,1.39,1.53,1.76,1.98,2.2,2.4,2.74,10.28,43.176872,231.131302
1/2/2018,197.75415,8890400,1.29,1.44,1.61,1.83,2.01,2.25,2.46,2.81,10.98,43.822281,240.227188
1/3/2018,210.769104,22867600,1.29,1.41,1.59,1.81,2.02,2.25,2.44,2.78,11.55,42.335033,242.854279
1/4/2018,211.880112,14581700,1.28,1.41,1.6,1.82,2.05,2.27,2.46,2.79,12.12,41.558678,242.935242
1/5/2018,213.675629,14503100,1.27,1.39,1.58,1.8,2.06,2.29,2.47,2.81,11.88,41.848644,244.374771
1/8/2018,220.222809,22030400,1.3,1.45,1.6,1.79,2.07,2.29,2.49,2.81,12.28,41.848644,244.959564
1/9/2018,220.163269,12425000,1.27,1.44,1.6,1.78,2.09,2.33,2.55,2.88,11.82,40.801025,241.567764
1/10/2018,221.889359,14566600,1.31,1.42,1.59,1.78,2.08,2.32,2.55,2.88,11.96,39.75341,236.466461
1/11/2018,222.286179,10150800,1.32,1.43,1.58,1.77,2.09,2.32,2.54,2.91,12.14,40.604599,237.069275
1/12/2018,221.194946,8997900,1.31,1.43,1.59,1.78,2.12,2.35,2.55,2.85,12.02,40.445583,237.780029
1/16/2018,218.347977,17558700,1.33,1.45,1.63,1.79,2.12,2.36,2.54,2.83,11.91,40.352047,236.844345
1/17/2018,222.921036,13460200,1.31,1.44,1.63,1.79,2.15,2.39,2.57,2.84,12.18,41.521267,239.147598
1/18/2018,222.64328,10215800,1.29,1.45,1.63,1.79,2.17,2.43,2.62,2.9,12.47,41.605446,242.737305
1/19/2018,228.267868,15234500,1.28,1.44,1.62,1.79,2.2,2.45,2.64,2.91,12.59,41.923473,239.669388
1/22/2018,231.819229,13773600,1.27,1.44,1.65,1.79,2.21,2.46,2.66,2.93,12.65,42.793373,235.818665
1/23/2018,236.997437,11880700,1.26,1.44,1.63,1.78,2.18,2.43,2.63,2.9,12.94,43.08334,236.529449
1/24/2018,233.912338,14499300,1.25,1.43,1.63,1.79,2.2,2.43,2.65,2.93,12.71,42.568878,231.095291
1/25/2018,234.457916,10247100,1.23,1.42,1.64,1.8,2.2,2.41,2.63,2.89,12.41,42.372459,222.485199
1/26/2018,241.382065,12908900,1.24,1.41,1.64,1.8,2.24,2.47,2.66,2.91,12.95,46.843548,225.634125
1/29/2018,244.873886,11377900,1.28,1.44,1.66,1.8,2.26,2.49,2.7,2.94,13.32,46.750008,220.847809
1/30/2018,240.776917,14270800,1.49,1.44,1.66,1.88,2.27,2.51,2.73,2.98,12.87,45.636909,216.808167
1/31/2018,243.832275,11964400,1.43,1.46,1.66,1.9,2.29,2.52,2.72,2.95,13.74,45.028919,223.151001
2/1/2018,238.574722,12980600,1.41,1.48,1.64,1.89,2.33,2.56,2.78,3.01,13.25,44.570587,214.83783
2/2/2018,231.650589,17961600,1.4,1.48,1.65,1.88,2.33,2.58,2.84,3.08,12.45,43.167526,211.859848
2/5/2018,211.989243,29130100,1.4,1.51,1.67,1.85,2.25,2.5,2.77,3.04,11.57,41.642868,205.220108
2/6/2018,223.774155,27870000,1.48,1.52,1.69,1.87,2.3,2.52,2.79,3.06,11.65,42.292648,216.268341
2/7/2018,226.968353,20073300,1.36,1.55,1.73,1.91,2.33,2.57,2.84,3.12,11.6,42.56575,213.569275
2/8/2018,215.778641,28600000,1.32,1.55,1.73,1.91,2.32,2.57,2.85,3.14,11.22,40.258541,206.542664
2/9/2018,230.222076,41865100,1.31,1.55,1.73,1.89,2.26,2.52,2.83,3.14,11.31,41.388596,211.877853
2/12/2018,226.204544,27329300,1.35,1.62,1.82,1.93,2.3,2.56,2.86,3.14,11.68,42.217316,219.885101
2/13/2018,230.767715,15638100,1.34,1.59,1.8,1.95,2.3,2.54,2.83,3.11,11.78,41.868874,221.198685
2/14/2018,239.48735,18624700,1.32,1.58,1.81,1.98,2.4,2.65,2.91,3.18,12.2,42.73526,222.818115
2/15/2018,244.526703,17472500,1.3,1.58,1.82,1.99,2.4,2.65,2.9,3.15,12.19,43.24379,226.56987
2/16/2018,241.88797,15941400,1.35,1.62,1.83,2,2.38,2.63,2.87,3.13,11.82,42.904774,223.924744
2/20/2018,247.086029,17156000,1.39,1.66,1.87,2.01,2.4,2.65,2.88,3.15,12.02,43.620476,224.581528
2/21/2018,239.57663,22307300,1.4,1.64,1.85,2.03,2.44,2.69,2.94,3.22,11.72,43.262623,223.681808
2/22/2018,240.360764,13359100,1.34,1.63,1.84,2.02,2.42,2.66,2.92,3.21,11.84,43.130775,224.338623
2/23/2018,244.112854,10382500,1.38,1.64,1.85,2.02,2.39,2.62,2.88,3.16,12.07,44.948299,228.261261
2/26/2018,244.758057,11732800,1.39,1.66,1.87,2.03,2.37,2.6,2.86,3.15,12.42,46.247875,227.577515
2/27/2018,244.241898,11385900,1.49,1.66,1.87,2.08,2.43,2.67,2.9,3.17,12.53,47.001251,226.551865
2/28/2018,240.211884,13077900,1.5,1.65,1.86,2.07,2.42,2.65,2.87,3.13,12.11,46.417385,221.738495
3/1/2018,230.494232,26003000,1.5,1.63,1.85,2.05,2.36,2.58,2.81,3.09,11.9,45.051888,218.904449
3/2/2018,234.792221,22835700,1.5,1.65,1.86,2.06,2.4,2.63,2.86,3.14,11.81,46.12545,225.7061
3/5/2018,233.908829,15519400,1.53,1.7,1.86,2.06,2.41,2.65,2.88,3.16,11.91,46.850574,222.206329
3/6/2018,240.370697,15920200,1.56,1.68,1.87,2.06,2.42,2.65,2.88,3.14,11.76,47.754623,225.787125
3/7/2018,240.05307,14530200,1.57,1.68,1.87,2.05,2.42,2.65,2.89,3.15,12.24,48.329079,222.269318
3/8/2018,239.397949,10297800,1.57,1.67,1.89,2.05,2.42,2.63,2.86,3.13,11.97,47.782879,222.179337
3/9/2018,243.517273,12638100,1.57,1.67,1.89,2.03,2.45,2.65,2.9,3.16,11.7,49.148369,228.324234
3/12/2018,247.914536,15126500,1.6,1.71,1.89,2.05,2.43,2.64,2.87,3.13,11.52,48.517422,236.475494
3/13/2018,245.8797,15494300,1.64,1.73,1.9,2.03,2.41,2.62,2.84,3.1,11.64,48.762268,235.017944
3/14/2018,246.902084,12637400,1.71,1.76,1.94,2.05,2.41,2.61,2.81,3.05,11.36,48.837608,234.451157
3/15/2018,247.49765,10048800,1.7,1.77,1.95,2.07,2.42,2.62,2.82,3.05,11.46,47.914719,240.901962
3/16/2018,248.629211,9986400,1.71,1.78,1.96,2.08,2.44,2.65,2.85,3.08,11.47,48.187817,229.304886
3/19/2018,239.219284,17844300,1.7,1.8,1.99,2.08,2.45,2.65,2.85,3.09,11.43,47.867634,220.379944
3/20/2018,247.735886,13867400,1.76,1.81,1.97,2.08,2.49,2.69,2.89,3.12,11.11,48.545673,218.049744
3/21/2018,246.723419,10967200,1.71,1.74,1.95,2.06,2.46,2.69,2.89,3.12,11.26,48.555088,222.934372
3/22/2018,240.062973,13779900,1.67,1.72,1.95,2.05,2.43,2.63,2.83,3.06,10.91,47.867634,220.732239
3/23/2018,231.248642,18390500,1.69,1.74,1.92,2.04,2.41,2.61,2.82,3.06,10.63,46.483307,219.744431
3/26/2018,242.673569,15285600,1.71,1.79,1.94,2.06,2.44,2.64,2.85,3.08,10.44,49.421474,224.502151
3/27/2018,223.853653,35225000,1.69,1.77,1.93,2.1,2.39,2.58,2.78,3.03,10,48.20665,221.457199
3/28/2018,219.714493,23647600,1.65,1.73,1.95,2.12,2.41,2.59,2.77,3.01,9.81,46.709316,214.488235
3/29/2018,229.878799,22915700,1.63,1.73,1.93,2.09,2.39,2.56,2.74,2.97,10.05,49.044781,213.554794
4/2/2018,219.416687,23052300,1.68,1.77,1.92,2.08,2.37,2.55,2.73,2.97,9.53,46.068943,206.332077
4/3/2018,223.684921,16685800,1.7,1.75,1.92,2.09,2.41,2.6,2.79,3.02,9.55,46.850574,214.578873
4/4/2018,224.568344,19729200,1.67,1.71,1.9,2.07,2.42,2.61,2.79,3.03,9.77,47.076591,214.769196
4/5/2018,219.744263,17531000,1.67,1.72,1.93,2.07,2.45,2.64,2.83,3.07,10.02,47.443863,214.152939
4/6/2018,212.666946,16574700,1.68,1.73,1.91,2.06,2.4,2.58,2.77,3.01,9.61,45.946526,207.410507
4/9/2018,213.818359,12488100,1.67,1.76,1.93,2.08,2.43,2.6,2.78,3.02,9.53,46.662235,212.730148
4/10/2018,226.225983,19041900,1.63,1.74,1.93,2.09,2.45,2.62,2.8,3.02,9.98,48.281986,217.270355
4/11/2018,224.568344,11506100,1.64,1.73,1.95,2.09,2.45,2.62,2.79,2.99,9.82,48.121899,217.786942
4/12/2018,232.866562,14848000,1.65,1.75,1.95,2.11,2.49,2.67,2.83,3.05,10.08,49.647484,216.980377
4/13/2018,229.789444,12575900,1.64,1.76,1.97,2.12,2.51,2.67,2.82,3.03,9.93,48.837608,223.78624
4/16/2018,229.779556,8769800,1.64,1.79,1.98,2.12,2.52,2.69,2.83,3.03,10.09,49.346138,225.988388
4/17/2018,235.784821,11180600,1.68,1.8,2.02,2.16,2.52,2.68,2.82,3,10.52,50.419689,228.136185
4/18/2018,234.623505,9784100,1.67,1.81,2.01,2.17,2.57,2.73,2.87,3.06,10.36,50.485615,226.187759
4/19/2018,227.347626,11799900,1.67,1.82,2.01,2.21,2.58,2.77,2.92,3.11,10.11,49.176632,220.088791
4/20/2018,227.020096,9655000,1.65,1.81,2.01,2.22,2.62,2.8,2.96,3.14,9.99,48.526836,214.886978
4/23/2018,222.2258,10687700,1.69,1.87,2.04,2.25,2.64,2.83,2.98,3.15,10.04,48.121899,211.561081
4/24/2018,219.565582,10364900,1.7,1.87,2.05,2.25,2.63,2.83,3,3.18,10.09,48.4515,206.97554
4/25/2018,215.059128,14712300,1.65,1.85,2.03,2.26,2.64,2.84,3.03,3.21,9.71,48.385582,207.528336
4/26/2018,223.555878,9395600,1.62,1.82,2.02,2.25,2.63,2.82,3,3.18,11.04,49.958256,208.81517
4/27/2018,224.6577,10021200,1.62,1.82,2.02,2.24,2.62,2.8,2.96,3.13,11.11,49.656898,210.953903
4/30/2018,223.238235,8196100,1.65,1.87,2.04,2.24,2.62,2.79,2.95,3.11,10.88,48.611591,207.908981
5/1/2018,225.461685,6344700,1.68,1.85,2.05,2.26,2.66,2.82,2.97,3.13,11.13,50.221939,208.778961
5/2/2018,224.637802,6706200,1.69,1.84,2.03,2.24,2.64,2.8,2.97,3.14,10.97,49.261379,207.292709
5/3/2018,231.268463,11078600,1.68,1.84,2.02,2.24,2.62,2.78,2.94,3.12,10.93,49.233128,204.129944
5/4/2018,237.293625,10016500,1.67,1.84,2.03,2.24,2.63,2.78,2.95,3.12,11.28,49.990849,208.905823
5/7/2018,246.842514,17190400,1.69,1.86,2.05,2.25,2.64,2.78,2.95,3.12,11.59,50.511787,213.844803
5/8/2018,248.54982,12665400,1.69,1.87,2.05,2.26,2.66,2.81,2.97,3.13,11.61,50.79594,216.454758
5/9/2018,253.890076,14919000,1.68,1.88,2.05,2.27,2.68,2.84,3,3.16,11.95,51.468414,215.729797
5/10/2018,258.207916,24852000,1.69,1.9,2.05,2.27,2.69,2.83,2.97,3.12,12.13,52.074589,220.677826
5/11/2018,252.649307,30361400,1.68,1.92,2.06,2.28,2.69,2.84,2.97,3.1,11.95,51.780975,220.560043
5/14/2018,253.473175,13078500,1.7,1.93,2.09,2.28,2.7,2.85,3,3.13,12.23,51.998821,221.810623
5/15/2018,243.74559,24088200,1.69,1.92,2.09,2.31,2.75,2.92,3.08,3.2,12.45,51.070606,218.928818
5/16/2018,244.192261,13845700,1.69,1.92,2.09,2.32,2.76,2.94,3.09,3.21,12.82,51.75256,217.959091
5/17/2018,245.8797,12994600,1.7,1.92,2.1,2.32,2.75,2.94,3.11,3.25,12.82,51.913574,216.99852
5/18/2018,244.122787,12092900,1.68,1.91,2.09,2.32,2.71,2.9,3.06,3.2,13,50.672806,213.86293
5/21/2018,242.435349,16015600,1.71,1.93,2.14,2.35,2.73,2.9,3.06,3.2,12.99,51.449474,216.636017
5/22/2018,240.906708,12956600,1.73,1.93,2.13,2.34,2.73,2.9,3.06,3.21,12.98,51.572598,216.128525
5/23/2018,245.8629,11073900,1.76,1.92,2.11,2.29,2.67,2.83,3.01,3.17,13.1,52.292439,218.00444
5/24/2018,246.011887,10934300,1.74,1.91,2.09,2.28,2.65,2.82,2.98,3.13,13.41,51.856747,220.695953
5/25/2018,247.59111,7302800,1.7,1.9,2.07,2.27,2.6,2.76,2.93,3.09,13.54,52.510288,226.586502
5/29/2018,246.905792,8817100,1.77,1.93,2.06,2.17,2.43,2.58,2.77,2.96,13.36,52.396626,226.278381
5/30/2018,251.276016,9774900,1.77,1.94,2.08,2.23,2.53,2.67,2.84,3.01,13.82,52.737598,226.015564
5/31/2018,250.4814,12346700,1.76,1.93,2.08,2.23,2.54,2.68,2.83,3,13.73,52.282967,228.435226
6/1/2018,255.874603,10549200,1.74,1.92,2.1,2.28,2.61,2.74,2.89,3.04,14.4,54.063618,232.304855
6/4/2018,263.055634,16050600,1.77,1.94,2.13,2.3,2.64,2.78,2.94,3.08,14.85,53.826832,234.144516
6/5/2018,263.27417,9792800,1.82,1.94,2.13,2.32,2.62,2.76,2.92,3.07,14.85,53.542686,234.951065
